Id,Sentiment
10185,Positive
10186,Positive
10187,Extremely Negative
10188,Neutral
10189,Neutral
10190,Positive
10191,Positive
10192,Extremely Negative
10193,Negative
10194,Neutral
10195,Extremely Positive
10196,Positive
10197,Extremely Negative
10198,Negative
10199,Extremely Positive
10200,Neutral
10201,Extremely Negative
10202,Neutral
10203,Positive
10204,Negative
10205,Positive
10206,Neutral
10207,Positive
10208,Extremely Positive
10209,Extremely Negative
10210,Positive
10211,Extremely Positive
10212,Extremely Negative
10213,Positive
10214,Extremely Negative
10215,Neutral
10216,Positive
10217,Extremely Negative
10218,Positive
10219,Neutral
10220,Positive
10221,Positive
10222,Neutral
10223,Negative
10224,Negative
10225,Extremely Negative
10226,Positive
10227,Extremely Negative
10228,Positive
10229,Extremely Positive
10230,Extremely Positive
10231,Neutral
10232,Extremely Positive
10233,Neutral
10234,Neutral
10235,Extremely Positive
10236,Neutral
10237,Negative
10238,Positive
10239,Positive
10240,Neutral
10241,Negative
10242,Negative
10243,Extremely Positive
10244,Neutral
10245,Negative
10246,Negative
10247,Negative
10248,Negative
10249,Positive
10250,Positive
10251,Extremely Positive
10252,Negative
10253,Extremely Negative
10254,Negative
10255,Positive
10256,Neutral
10257,Positive
10258,Negative
10259,Neutral
10260,Positive
10261,Extremely Positive
10262,Positive
10263,Neutral
10264,Extremely Positive
10265,Negative
10266,Negative
10267,Extremely Positive
10268,Extremely Positive
10269,Extremely Positive
10270,Positive
10271,Negative
10272,Neutral
10273,Extremely Negative
10274,Extremely Positive
10275,Extremely Positive
10276,Extremely Negative
10277,Negative
10278,Positive
10279,Negative
10280,Negative
10281,Negative
10282,Extremely Negative
10283,Positive
10284,Negative
10285,Neutral
10286,Neutral
10287,Extremely Negative
10288,Negative
10289,Extremely Positive
10290,Positive
10291,Negative
10292,Neutral
10293,Neutral
10294,Extremely Positive
10295,Positive
10296,Negative
10297,Negative
10298,Positive
10299,Extremely Positive
10300,Extremely Positive
10301,Positive
10302,Neutral
10303,Extremely Negative
10304,Extremely Positive
10305,Positive
10306,Positive
10307,Negative
10308,Extremely Negative
10309,Negative
10310,Extremely Positive
10311,Negative
10312,Neutral
10313,Neutral
10314,Negative
10315,Positive
10316,Extremely Positive
10317,Extremely Negative
10318,Negative
10319,Extremely Positive
10320,Neutral
10321,Negative
10322,Negative
10323,Extremely Negative
10324,Positive
10325,Positive
10326,Extremely Negative
10327,Extremely Positive
10328,Neutral
10329,Neutral
10330,Negative
10331,Negative
10332,Positive
10333,Extremely Positive
10334,Neutral
10335,Positive
10336,Neutral
10337,Extremely Positive
10338,Positive
10339,Negative
10340,Negative
10341,Negative
10342,Neutral
10343,Positive
10344,Neutral
10345,Extremely Positive
10346,Neutral
10347,Positive
10348,Neutral
10349,Negative
10350,Neutral
10351,Neutral
10352,Positive
10353,Extremely Negative
10354,Extremely Positive
10355,Extremely Negative
10356,Neutral
10357,Positive
10358,Extremely Negative
10359,Extremely Positive
10360,Positive
10361,Positive
10362,Positive
10363,Positive
10364,Positive
10365,Positive
10366,Negative
10367,Positive
10368,Extremely Negative
10369,Extremely Negative
10370,Neutral
10371,Positive
10372,Extremely Negative
10373,Extremely Positive
10374,Extremely Negative
10375,Positive
10376,Neutral
10377,Negative
10378,Positive
10379,Positive
10380,Positive
10381,Neutral
10382,Neutral
10383,Positive
10384,Positive
10385,Neutral
10386,Negative
10387,Extremely Positive
10388,Extremely Positive
10389,Neutral
10390,Extremely Negative
10391,Extremely Positive
10392,Negative
10393,Negative
10394,Positive
10395,Positive
10396,Extremely Positive
10397,Negative
10398,Positive
10399,Extremely Negative
10400,Extremely Negative
10401,Negative
10402,Positive
10403,Extremely Negative
10404,Extremely Negative
10405,Negative
10406,Neutral
10407,Extremely Positive
10408,Positive
10409,Extremely Negative
10410,Positive
10411,Negative
10412,Negative
10413,Neutral
10414,Positive
10415,Extremely Positive
10416,Neutral
10417,Positive
10418,Neutral
10419,Neutral
10420,Negative
10421,Positive
10422,Neutral
10423,Positive
10424,Negative
10425,Positive
10426,Negative
10427,Negative
10428,Positive
10429,Extremely Positive
10430,Extremely Positive
10431,Positive
10432,Extremely Positive
10433,Extremely Negative
10434,Neutral
10435,Negative
10436,Extremely Positive
10437,Extremely Negative
10438,Positive
10439,Negative
10440,Negative
10441,Extremely Positive
10442,Extremely Positive
10443,Neutral
10444,Positive
10445,Negative
10446,Neutral
10447,Extremely Negative
10448,Negative
10449,Positive
10450,Negative
10451,Negative
10452,Extremely Negative
10453,Extremely Positive
10454,Negative
10455,Positive
10456,Negative
10457,Negative
10458,Negative
10459,Negative
10460,Negative
10461,Neutral
10462,Extremely Negative
10463,Negative
10464,Extremely Negative
10465,Extremely Positive
10466,Extremely Positive
10467,Extremely Positive
10468,Extremely Positive
10469,Positive
10470,Negative
10471,Positive
10472,Negative
10473,Positive
10474,Positive
10475,Extremely Negative
10476,Positive
10477,Positive
10478,Negative
10479,Extremely Negative
10480,Positive
10481,Neutral
10482,Extremely Negative
10483,Neutral
10484,Extremely Positive
10485,Neutral
10486,Extremely Positive
10487,Negative
10488,Negative
10489,Positive
10490,Neutral
10491,Neutral
10492,Negative
10493,Negative
10494,Negative
10495,Neutral
10496,Negative
10497,Neutral
10498,Positive
10499,Neutral
10500,Positive
10501,Extremely Positive
10502,Neutral
10503,Negative
10504,Positive
10505,Extremely Positive
10506,Negative
10507,Neutral
10508,Extremely Positive
10509,Extremely Negative
10510,Positive
10511,Positive
10512,Positive
10513,Positive
10514,Extremely Positive
10515,Positive
10516,Negative
10517,Neutral
10518,Positive
10519,Positive
10520,Positive
10521,Negative
10522,Positive
10523,Negative
10524,Negative
10525,Negative
10526,Negative
10527,Extremely Positive
10528,Negative
10529,Neutral
10530,Neutral
10531,Extremely Positive
10532,Negative
10533,Neutral
10534,Negative
10535,Negative
10536,Negative
10537,Extremely Negative
10538,Extremely Negative
10539,Negative
10540,Positive
10541,Negative
10542,Extremely Negative
10543,Positive
10544,Negative
10545,Positive
10546,Extremely Negative
10547,Extremely Negative
10548,Positive
10549,Extremely Negative
10550,Neutral
10551,Negative
10552,Extremely Negative
10553,Neutral
10554,Neutral
10555,Negative
10556,Negative
10557,Neutral
10558,Negative
10559,Positive
10560,Positive
10561,Extremely Negative
10562,Negative
10563,Extremely Positive
10564,Positive
10565,Negative
10566,Neutral
10567,Negative
10568,Negative
10569,Positive
10570,Neutral
10571,Extremely Positive
10572,Positive
10573,Extremely Negative
10574,Negative
10575,Extremely Positive
10576,Extremely Positive
10577,Negative
10578,Extremely Positive
10579,Extremely Positive
10580,Neutral
10581,Extremely Negative
10582,Neutral
10583,Positive
10584,Positive
10585,Positive
10586,Negative
10587,Extremely Positive
10588,Neutral
10589,Extremely Negative
10590,Negative
10591,Negative
10592,Extremely Positive
10593,Positive
10594,Positive
10595,Neutral
10596,Extremely Positive
10597,Neutral
10598,Extremely Negative
10599,Positive
10600,Negative
10601,Positive
10602,Negative
10603,Extremely Negative
10604,Negative
10605,Extremely Negative
10606,Positive
10607,Extremely Positive
10608,Negative
10609,Extremely Positive
10610,Negative
10611,Positive
10612,Neutral
10613,Neutral
10614,Negative
10615,Extremely Negative
10616,Extremely Positive
10617,Extremely Positive
10618,Extremely Positive
10619,Extremely Positive
10620,Extremely Positive
10621,Neutral
10622,Extremely Negative
10623,Extremely Negative
10624,Extremely Positive
10625,Extremely Positive
10626,Positive
10627,Positive
10628,Neutral
10629,Neutral
10630,Negative
10631,Extremely Negative
10632,Extremely Negative
10633,Positive
10634,Negative
10635,Neutral
10636,Positive
10637,Positive
10638,Extremely Positive
10639,Positive
10640,Positive
10641,Negative
10642,Extremely Positive
10643,Extremely Positive
10644,Negative
10645,Extremely Negative
10646,Extremely Positive
10647,Extremely Negative
10648,Negative
10649,Extremely Positive
10650,Extremely Negative
10651,Extremely Negative
10652,Neutral
10653,Positive
10654,Positive
10655,Extremely Negative
10656,Extremely Negative
10657,Positive
10658,Extremely Positive
10659,Positive
10660,Positive
10661,Positive
10662,Positive
10663,Positive
10664,Positive
10665,Neutral
10666,Extremely Negative
10667,Extremely Negative
10668,Extremely Negative
10669,Extremely Negative
10670,Negative
10671,Negative
10672,Neutral
10673,Negative
10674,Extremely Positive
10675,Negative
10676,Positive
10677,Negative
10678,Positive
10679,Extremely Negative
10680,Extremely Negative
10681,Extremely Positive
10682,Negative
10683,Neutral
10684,Neutral
10685,Extremely Positive
10686,Positive
10687,Neutral
10688,Positive
10689,Negative
10690,Neutral
10691,Neutral
10692,Negative
10693,Positive
10694,Extremely Positive
10695,Extremely Negative
10696,Extremely Negative
10697,Positive
10698,Neutral
10699,Neutral
10700,Negative
10701,Extremely Positive
10702,Negative
10703,Negative
10704,Extremely Positive
10705,Extremely Negative
10706,Negative
10707,Neutral
10708,Negative
10709,Neutral
10710,Positive
10711,Positive
10712,Negative
10713,Neutral
10714,Negative
10715,Negative
10716,Negative
10717,Extremely Positive
10718,Neutral
10719,Extremely Positive
10720,Positive
10721,Extremely Positive
10722,Extremely Negative
10723,Positive
10724,Positive
10725,Negative
10726,Positive
10727,Neutral
10728,Negative
10729,Extremely Positive
10730,Negative
10731,Positive
10732,Extremely Positive
10733,Negative
10734,Negative
10735,Extremely Negative
10736,Extremely Positive
10737,Neutral
10738,Neutral
10739,Extremely Negative
10740,Neutral
10741,Positive
10742,Extremely Positive
10743,Extremely Positive
10744,Neutral
10745,Negative
10746,Positive
10747,Positive
10748,Negative
10749,Positive
10750,Extremely Positive
10751,Positive
10752,Positive
10753,Neutral
10754,Positive
10755,Extremely Negative
10756,Positive
10757,Negative
10758,Extremely Positive
10759,Extremely Positive
10760,Negative
10761,Extremely Negative
10762,Negative
10763,Positive
10764,Negative
10765,Negative
10766,Positive
10767,Positive
10768,Neutral
10769,Neutral
10770,Extremely Positive
10771,Neutral
10772,Negative
10773,Negative
10774,Negative
10775,Extremely Positive
10776,Extremely Positive
10777,Neutral
10778,Positive
10779,Positive
10780,Negative
10781,Extremely Negative
10782,Extremely Positive
10783,Extremely Positive
10784,Extremely Negative
10785,Extremely Negative
10786,Neutral
10787,Extremely Negative
10788,Neutral
10789,Negative
10790,Negative
10791,Negative
10792,Positive
10793,Positive
10794,Positive
10795,Negative
10796,Negative
10797,Negative
10798,Negative
10799,Extremely Positive
10800,Extremely Positive
10801,Positive
10802,Neutral
10803,Neutral
10804,Extremely Positive
10805,Positive
10806,Extremely Positive
10807,Neutral
10808,Positive
10809,Positive
10810,Negative
10811,Extremely Negative
10812,Extremely Positive
10813,Positive
10814,Extremely Negative
10815,Negative
10816,Negative
10817,Positive
10818,Extremely Negative
10819,Extremely Negative
10820,Extremely Negative
10821,Positive
10822,Negative
10823,Positive
10824,Extremely Negative
10825,Extremely Negative
10826,Positive
10827,Neutral
10828,Positive
10829,Extremely Negative
10830,Positive
10831,Neutral
10832,Extremely Positive
10833,Neutral
10834,Extremely Positive
10835,Extremely Positive
10836,Negative
10837,Extremely Positive
10838,Extremely Negative
10839,Negative
10840,Neutral
10841,Extremely Positive
10842,Negative
10843,Negative
10844,Negative
10845,Extremely Positive
10846,Positive
10847,Extremely Positive
10848,Extremely Positive
10849,Positive
10850,Positive
10851,Positive
10852,Extremely Negative
10853,Positive
10854,Positive
10855,Neutral
10856,Negative
10857,Negative
10858,Extremely Positive
10859,Positive
10860,Positive
10861,Neutral
10862,Negative
10863,Extremely Positive
10864,Neutral
10865,Positive
10866,Neutral
10867,Extremely Negative
10868,Neutral
10869,Negative
10870,Positive
10871,Neutral
10872,Negative
10873,Positive
10874,Extremely Negative
10875,Positive
10876,Negative
10877,Positive
10878,Extremely Positive
10879,Negative
10880,Positive
10881,Extremely Negative
10882,Extremely Negative
10883,Positive
10884,Negative
10885,Positive
10886,Extremely Negative
10887,Negative
10888,Positive
10889,Neutral
10890,Extremely Negative
10891,Positive
10892,Negative
10893,Extremely Negative
10894,Positive
10895,Extremely Negative
10896,Positive
10897,Negative
10898,Positive
10899,Extremely Positive
10900,Extremely Negative
10901,Negative
10902,Extremely Positive
10903,Neutral
10904,Neutral
10905,Neutral
10906,Positive
10907,Positive
10908,Negative
10909,Negative
10910,Extremely Positive
10911,Positive
10912,Neutral
10913,Neutral
10914,Positive
10915,Neutral
10916,Positive
10917,Neutral
10918,Neutral
10919,Extremely Negative
10920,Negative
10921,Neutral
10922,Extremely Negative
10923,Neutral
10924,Extremely Positive
10925,Extremely Positive
10926,Negative
10927,Extremely Negative
10928,Positive
10929,Neutral
10930,Positive
10931,Positive
10932,Extremely Positive
10933,Neutral
10934,Neutral
10935,Neutral
10936,Extremely Negative
10937,Extremely Positive
10938,Extremely Negative
10939,Extremely Positive
10940,Neutral
10941,Negative
10942,Negative
10943,Positive
10944,Extremely Positive
10945,Neutral
10946,Positive
10947,Positive
10948,Extremely Negative
10949,Extremely Negative
10950,Extremely Positive
10951,Positive
10952,Extremely Negative
10953,Negative
10954,Extremely Negative
10955,Neutral
10956,Positive
10957,Neutral
10958,Neutral
10959,Positive
10960,Positive
10961,Extremely Negative
10962,Positive
10963,Neutral
10964,Neutral
10965,Extremely Negative
10966,Extremely Negative
10967,Negative
10968,Positive
10969,Negative
10970,Neutral
10971,Positive
10972,Extremely Negative
10973,Neutral
10974,Negative
10975,Neutral
10976,Neutral
10977,Positive
10978,Positive
10979,Positive
10980,Positive
10981,Negative
10982,Negative
10983,Positive
10984,Positive
10985,Negative
10986,Negative
10987,Positive
10988,Neutral
10989,Positive
10990,Positive
10991,Negative
10992,Negative
10993,Neutral
10994,Negative
10995,Positive
10996,Positive
10997,Extremely Positive
10998,Extremely Negative
10999,Extremely Positive
11000,Positive
11001,Extremely Negative
11002,Positive
11003,Positive
11004,Extremely Negative
11005,Positive
11006,Neutral
11007,Neutral
11008,Positive
11009,Negative
11010,Negative
11011,Positive
11012,Negative
11013,Extremely Positive
11014,Extremely Positive
11015,Positive
11016,Positive
11017,Neutral
11018,Positive
11019,Negative
11020,Negative
11021,Extremely Negative
11022,Extremely Negative
11023,Positive
11024,Extremely Negative
11025,Neutral
11026,Extremely Negative
11027,Extremely Negative
11028,Extremely Negative
11029,Positive
11030,Negative
11031,Positive
11032,Negative
11033,Neutral
11034,Neutral
11035,Positive
11036,Neutral
11037,Neutral
11038,Extremely Positive
11039,Extremely Negative
11040,Neutral
11041,Extremely Negative
11042,Neutral
11043,Extremely Positive
11044,Positive
11045,Positive
11046,Negative
11047,Extremely Positive
11048,Neutral
11049,Negative
11050,Positive
11051,Negative
11052,Extremely Positive
11053,Negative
11054,Positive
11055,Neutral
11056,Extremely Negative
11057,Negative
11058,Negative
11059,Extremely Positive
11060,Negative
11061,Positive
11062,Extremely Positive
11063,Extremely Positive
11064,Extremely Positive
11065,Neutral
11066,Positive
11067,Extremely Positive
11068,Neutral
11069,Neutral
11070,Positive
11071,Neutral
11072,Extremely Positive
11073,Negative
11074,Neutral
11075,Positive
11076,Extremely Positive
11077,Positive
11078,Negative
11079,Extremely Negative
11080,Extremely Negative
11081,Extremely Negative
11082,Neutral
11083,Extremely Negative
11084,Positive
11085,Positive
11086,Positive
11087,Positive
11088,Neutral
11089,Neutral
11090,Extremely Positive
11091,Negative
11092,Neutral
11093,Positive
11094,Extremely Negative
11095,Extremely Positive
11096,Negative
11097,Positive
11098,Negative
11099,Neutral
11100,Positive
11101,Extremely Negative
11102,Negative
11103,Positive
11104,Extremely Negative
11105,Neutral
11106,Negative
11107,Extremely Negative
11108,Negative
11109,Positive
11110,Positive
11111,Negative
11112,Positive
11113,Negative
11114,Extremely Positive
11115,Positive
11116,Negative
11117,Extremely Positive
11118,Extremely Positive
11119,Negative
11120,Positive
11121,Extremely Negative
11122,Neutral
11123,Positive
11124,Negative
11125,Positive
11126,Extremely Negative
11127,Positive
11128,Negative
11129,Negative
11130,Extremely Negative
11131,Negative
11132,Negative
11133,Extremely Positive
11134,Neutral
11135,Neutral
11136,Positive
11137,Neutral
11138,Positive
11139,Neutral
11140,Negative
11141,Positive
11142,Positive
11143,Extremely Positive
11144,Positive
11145,Extremely Positive
11146,Neutral
11147,Extremely Positive
11148,Extremely Negative
11149,Extremely Negative
11150,Positive
11151,Extremely Negative
11152,Positive
11153,Neutral
11154,Positive
11155,Extremely Positive
11156,Neutral
11157,Neutral
11158,Negative
11159,Positive
11160,Positive
11161,Extremely Positive
11162,Positive
11163,Negative
11164,Neutral
11165,Extremely Positive
11166,Negative
11167,Positive
11168,Neutral
11169,Extremely Positive
11170,Neutral
11171,Neutral
11172,Neutral
11173,Positive
11174,Positive
11175,Negative
11176,Extremely Positive
11177,Positive
11178,Extremely Positive
11179,Extremely Negative
11180,Positive
11181,Negative
11182,Positive
11183,Neutral
11184,Extremely Negative
11185,Neutral
11186,Positive
11187,Negative
11188,Negative
11189,Neutral
11190,Positive
11191,Negative
11192,Extremely Positive
11193,Neutral
11194,Positive
11195,Positive
11196,Extremely Positive
11197,Negative
11198,Positive
11199,Negative
11200,Neutral
11201,Positive
11202,Positive
11203,Extremely Negative
11204,Negative
11205,Positive
11206,Negative
11207,Positive
11208,Extremely Negative
11209,Extremely Negative
11210,Extremely Negative
11211,Negative
11212,Extremely Negative
11213,Positive
11214,Positive
11215,Positive
11216,Positive
11217,Neutral
11218,Neutral
11219,Negative
11220,Negative
11221,Positive
11222,Extremely Positive
11223,Extremely Positive
11224,Extremely Positive
11225,Extremely Positive
11226,Positive
11227,Positive
11228,Neutral
11229,Neutral
11230,Extremely Negative
11231,Positive
11232,Negative
11233,Extremely Negative
11234,Positive
11235,Extremely Positive
11236,Negative
11237,Positive
11238,Negative
11239,Extremely Negative
11240,Extremely Positive
11241,Negative
11242,Positive
11243,Extremely Positive
11244,Neutral
11245,Positive
11246,Extremely Positive
11247,Extremely Positive
11248,Positive
11249,Negative
11250,Extremely Positive
11251,Positive
11252,Extremely Negative
11253,Extremely Negative
11254,Positive
11255,Extremely Negative
11256,Positive
11257,Extremely Negative
11258,Negative
11259,Negative
11260,Extremely Positive
11261,Positive
11262,Positive
11263,Neutral
11264,Positive
11265,Positive
11266,Negative
11267,Positive
11268,Neutral
11269,Negative
11270,Extremely Positive
11271,Positive
11272,Neutral
11273,Negative
11274,Negative
11275,Positive
11276,Negative
11277,Extremely Negative
11278,Negative
11279,Neutral
11280,Neutral
11281,Positive
11282,Neutral
11283,Extremely Negative
11284,Positive
11285,Extremely Negative
11286,Neutral
11287,Extremely Negative
11288,Negative
11289,Negative
11290,Neutral
11291,Positive
11292,Positive
11293,Extremely Negative
11294,Negative
11295,Positive
11296,Negative
11297,Extremely Negative
11298,Extremely Positive
11299,Extremely Positive
11300,Negative
11301,Extremely Negative
11302,Extremely Negative
11303,Positive
11304,Extremely Negative
11305,Extremely Positive
11306,Negative
11307,Neutral
11308,Positive
11309,Positive
11310,Neutral
11311,Extremely Negative
11312,Negative
11313,Positive
11314,Positive
11315,Extremely Negative
11316,Positive
11317,Extremely Negative
11318,Positive
11319,Extremely Negative
11320,Neutral
11321,Extremely Positive
11322,Extremely Positive
11323,Negative
11324,Neutral
11325,Neutral
11326,Neutral
11327,Extremely Positive
11328,Positive
11329,Extremely Negative
11330,Extremely Negative
11331,Negative
11332,Neutral
11333,Neutral
11334,Extremely Negative
11335,Negative
11336,Extremely Positive
11337,Positive
11338,Positive
11339,Positive
11340,Neutral
11341,Extremely Positive
11342,Extremely Positive
11343,Positive
11344,Positive
11345,Neutral
11346,Neutral
11347,Negative
11348,Positive
11349,Negative
11350,Negative
11351,Neutral
11352,Neutral
11353,Positive
11354,Neutral
11355,Neutral
11356,Positive
11357,Negative
11358,Positive
11359,Neutral
11360,Extremely Positive
11361,Positive
11362,Extremely Negative
11363,Negative
11364,Extremely Positive
11365,Negative
11366,Extremely Positive
11367,Negative
11368,Negative
11369,Positive
11370,Neutral
11371,Negative
11372,Neutral
11373,Extremely Negative
11374,Extremely Positive
11375,Extremely Negative
11376,Neutral
11377,Neutral
11378,Positive
11379,Extremely Negative
11380,Negative
11381,Extremely Positive
11382,Positive
11383,Neutral
11384,Extremely Negative
11385,Negative
11386,Positive
11387,Positive
11388,Positive
11389,Negative
11390,Extremely Positive
11391,Negative
11392,Neutral
11393,Negative
11394,Positive
11395,Positive
11396,Positive
11397,Extremely Negative
11398,Negative
11399,Negative
11400,Extremely Positive
11401,Neutral
11402,Neutral
11403,Extremely Positive
11404,Extremely Negative
11405,Negative
11406,Positive
11407,Extremely Positive
11408,Positive
11409,Extremely Negative
11410,Extremely Positive
11411,Negative
11412,Positive
11413,Extremely Positive
11414,Extremely Negative
11415,Positive
11416,Extremely Negative
11417,Negative
11418,Negative
11419,Positive
11420,Positive
11421,Negative
11422,Extremely Positive
11423,Positive
11424,Neutral
11425,Negative
11426,Extremely Positive
11427,Negative
11428,Extremely Positive
11429,Positive
11430,Extremely Positive
11431,Positive
11432,Negative
11433,Extremely Negative
11434,Positive
11435,Negative
11436,Neutral
11437,Extremely Negative
11438,Positive
11439,Extremely Positive
11440,Positive
11441,Negative
11442,Extremely Positive
11443,Negative
11444,Extremely Negative
11445,Positive
11446,Extremely Positive
11447,Negative
11448,Neutral
11449,Extremely Positive
11450,Negative
11451,Negative
11452,Negative
11453,Positive
11454,Extremely Negative
11455,Neutral
11456,Negative
11457,Negative
11458,Positive
11459,Negative
11460,Negative
11461,Negative
11462,Positive
11463,Negative
11464,Neutral
11465,Extremely Positive
11466,Positive
11467,Extremely Negative
11468,Positive
11469,Positive
11470,Extremely Negative
11471,Extremely Positive
11472,Negative
11473,Extremely Negative
11474,Extremely Positive
11475,Neutral
11476,Negative
11477,Negative
11478,Extremely Negative
11479,Positive
11480,Extremely Positive
11481,Positive
11482,Neutral
11483,Negative
11484,Negative
11485,Neutral
11486,Extremely Positive
11487,Extremely Positive
11488,Neutral
11489,Negative
11490,Positive
11491,Positive
11492,Positive
11493,Negative
11494,Negative
11495,Negative
11496,Neutral
11497,Positive
11498,Negative
11499,Negative
11500,Extremely Positive
11501,Positive
11502,Negative
11503,Neutral
11504,Positive
11505,Negative
11506,Negative
11507,Neutral
11508,Negative
11509,Negative
11510,Extremely Negative
11511,Neutral
11512,Neutral
11513,Neutral
11514,Negative
11515,Positive
11516,Negative
11517,Positive
11518,Extremely Negative
11519,Negative
11520,Extremely Positive
11521,Extremely Negative
11522,Extremely Positive
11523,Neutral
11524,Extremely Positive
11525,Neutral
11526,Negative
11527,Extremely Negative
11528,Extremely Negative
11529,Positive
11530,Neutral
11531,Extremely Positive
11532,Extremely Negative
11533,Negative
11534,Negative
11535,Negative
11536,Negative
11537,Negative
11538,Extremely Positive
11539,Extremely Positive
11540,Positive
11541,Extremely Positive
11542,Extremely Positive
11543,Neutral
11544,Positive
11545,Positive
11546,Positive
11547,Neutral
11548,Neutral
11549,Negative
11550,Neutral
11551,Positive
11552,Extremely Positive
11553,Positive
11554,Negative
11555,Positive
11556,Neutral
11557,Extremely Negative
11558,Extremely Positive
11559,Neutral
11560,Neutral
11561,Negative
11562,Neutral
11563,Negative
11564,Extremely Positive
11565,Neutral
11566,Neutral
11567,Neutral
11568,Negative
11569,Extremely Negative
11570,Positive
11571,Positive
11572,Negative
11573,Positive
11574,Negative
11575,Neutral
11576,Negative
11577,Positive
11578,Negative
11579,Positive
11580,Positive
11581,Neutral
11582,Extremely Positive
11583,Negative
11584,Positive
11585,Extremely Negative
11586,Extremely Positive
11587,Neutral
11588,Positive
11589,Positive
11590,Extremely Negative
11591,Positive
11592,Negative
11593,Positive
11594,Positive
11595,Neutral
11596,Extremely Negative
11597,Negative
11598,Neutral
11599,Positive
11600,Positive
11601,Negative
11602,Neutral
11603,Extremely Positive
11604,Negative
11605,Negative
11606,Positive
11607,Neutral
11608,Positive
11609,Positive
11610,Neutral
11611,Positive
11612,Extremely Positive
11613,Positive
11614,Extremely Positive
11615,Negative
11616,Extremely Positive
11617,Positive
11618,Extremely Positive
11619,Extremely Positive
11620,Neutral
11621,Extremely Positive
11622,Positive
11623,Extremely Positive
11624,Negative
11625,Extremely Positive
11626,Neutral
11627,Negative
11628,Extremely Positive
11629,Positive
11630,Extremely Negative
11631,Negative
11632,Neutral
11633,Extremely Positive
11634,Positive
11635,Positive
11636,Positive
11637,Neutral
11638,Extremely Positive
11639,Positive
11640,Extremely Negative
11641,Neutral
11642,Extremely Positive
11643,Extremely Negative
11644,Positive
11645,Extremely Negative
11646,Positive
11647,Neutral
11648,Positive
11649,Negative
11650,Negative
11651,Extremely Positive
11652,Positive
11653,Negative
11654,Neutral
11655,Extremely Positive
11656,Neutral
11657,Positive
11658,Positive
11659,Extremely Negative
11660,Neutral
11661,Neutral
11662,Negative
11663,Positive
11664,Positive
11665,Positive
11666,Negative
11667,Positive
11668,Positive
11669,Extremely Negative
11670,Extremely Positive
11671,Negative
11672,Extremely Positive
11673,Neutral
11674,Extremely Positive
11675,Negative
11676,Positive
11677,Negative
11678,Neutral
11679,Extremely Negative
11680,Positive
11681,Positive
11682,Neutral
11683,Positive
11684,Positive
11685,Neutral
11686,Positive
11687,Extremely Positive
11688,Positive
11689,Extremely Positive
11690,Negative
11691,Positive
11692,Neutral
11693,Negative
11694,Negative
11695,Negative
11696,Positive
11697,Extremely Negative
11698,Positive
11699,Negative
11700,Positive
11701,Positive
11702,Positive
11703,Neutral
11704,Negative
11705,Positive
11706,Positive
11707,Neutral
11708,Positive
11709,Positive
11710,Positive
11711,Positive
11712,Extremely Negative
11713,Extremely Positive
11714,Positive
11715,Negative
11716,Extremely Positive
11717,Negative
11718,Negative
11719,Extremely Negative
11720,Negative
11721,Extremely Negative
11722,Negative
11723,Extremely Negative
11724,Positive
11725,Extremely Positive
11726,Negative
11727,Extremely Positive
11728,Neutral
11729,Positive
11730,Positive
11731,Negative
11732,Positive
11733,Positive
11734,Negative
11735,Neutral
11736,Positive
11737,Negative
11738,Negative
11739,Neutral
11740,Positive
11741,Negative
11742,Extremely Negative
11743,Neutral
11744,Extremely Positive
11745,Positive
11746,Positive
11747,Negative
11748,Neutral
11749,Negative
11750,Extremely Positive
11751,Negative
11752,Negative
11753,Extremely Negative
11754,Extremely Positive
11755,Positive
11756,Extremely Positive
11757,Negative
11758,Positive
11759,Negative
11760,Extremely Negative
11761,Negative
11762,Positive
11763,Neutral
11764,Extremely Positive
11765,Extremely Positive
11766,Neutral
11767,Extremely Negative
11768,Negative
11769,Negative
11770,Neutral
11771,Positive
11772,Extremely Positive
11773,Negative
11774,Extremely Positive
11775,Positive
11776,Positive
11777,Positive
11778,Extremely Negative
11779,Extremely Negative
11780,Negative
11781,Extremely Positive
11782,Extremely Negative
11783,Negative
11784,Positive
11785,Positive
11786,Extremely Negative
11787,Negative
11788,Extremely Positive
11789,Neutral
11790,Positive
11791,Negative
11792,Extremely Negative
11793,Extremely Positive
11794,Extremely Negative
11795,Extremely Positive
11796,Neutral
11797,Negative
11798,Negative
11799,Positive
11800,Positive
11801,Extremely Positive
11802,Neutral
11803,Positive
11804,Neutral
11805,Extremely Negative
11806,Positive
11807,Extremely Negative
11808,Neutral
11809,Neutral
11810,Neutral
11811,Negative
11812,Negative
11813,Positive
11814,Negative
11815,Extremely Positive
11816,Positive
11817,Negative
11818,Extremely Positive
11819,Neutral
11820,Positive
11821,Positive
11822,Neutral
11823,Positive
11824,Positive
11825,Negative
11826,Neutral
11827,Neutral
11828,Neutral
11829,Neutral
11830,Negative
11831,Negative
11832,Extremely Positive
11833,Extremely Positive
11834,Extremely Negative
11835,Positive
11836,Extremely Positive
11837,Extremely Positive
11838,Extremely Positive
11839,Negative
11840,Neutral
11841,Positive
11842,Neutral
11843,Positive
11844,Negative
11845,Neutral
11846,Extremely Positive
11847,Positive
11848,Positive
11849,Neutral
11850,Positive
11851,Negative
11852,Extremely Negative
11853,Extremely Positive
11854,Neutral
